,punctuality,lying,happiness,energy-levels,internet-usage,loneliness,assertiveness,workaholism,age,height,weight,siblings,gender,dominant-hand,locality
296,i am always on time,sometimes,5.0,5.0,few hours a day,1.0,5.0,1.0,23.0,190.0,90.0,1.0,male,right handed,city
794,i am always on time,everytime it suits me,5.0,4.0,less than an hour a day,1.0,3.0,3.0,23.0,190.0,95.0,1.0,male,right handed,city
667,i am often early,sometimes,4.0,3.0,few hours a day,2.0,3.0,2.0,23.0,172.0,77.0,1.0,male,right handed,city
839,i am always on time,sometimes,3.0,4.0,few hours a day,2.0,4.0,2.0,23.0,163.0,68.0,1.0,female,right handed,city
670,i am often running late,sometimes,3.0,4.0,few hours a day,3.0,3.0,2.0,23.0,170.0,60.0,1.0,female,right handed,city
419,i am often running late,sometimes,3.0,3.0,less than an hour a day,2.0,3.0,5.0,23.0,158.0,53.0,0.0,female,right handed,village
846,i am often early,only to avoid hurting someone,4.0,3.0,few hours a day,4.0,4.0,3.0,23.0,171.0,54.0,4.0,female,right handed,city
703,i am often early,everytime it suits me,4.0,5.0,few hours a day,1.0,3.0,3.0,23.0,178.0,,1.0,male,right handed,city
695,i am often early,sometimes,4.0,4.0,few hours a day,3.0,3.0,1.0,23.0,167.0,70.0,0.0,female,right handed,city
360,i am often running late,only to avoid hurting someone,2.0,2.0,few hours a day,4.0,1.0,4.0,23.0,180.0,62.0,1.0,female,right handed,city
254,i am often early,only to avoid hurting someone,3.0,5.0,few hours a day,5.0,2.0,1.0,23.0,171.0,59.0,2.0,female,right handed,village
648,i am often early,sometimes,4.0,5.0,few hours a day,2.0,4.0,3.0,23.0,158.0,64.0,3.0,female,right handed,city
708,i am always on time,everytime it suits me,3.0,5.0,few hours a day,3.0,4.0,4.0,23.0,174.0,60.0,1.0,male,right handed,city
204,i am often early,never,4.0,2.0,few hours a day,3.0,3.0,2.0,24.0,169.0,51.0,1.0,female,right handed,city
904,i am often early,only to avoid hurting someone,3.0,4.0,few hours a day,2.0,5.0,3.0,24.0,160.0,55.0,1.0,female,right handed,city
271,i am often early,only to avoid hurting someone,4.0,4.0,less than an hour a day,2.0,3.0,2.0,24.0,177.0,80.0,0.0,male,right handed,village
391,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,3.0,2.0,24.0,165.0,49.0,2.0,female,right handed,city
793,i am always on time,only to avoid hurting someone,3.0,3.0,few hours a day,3.0,4.0,2.0,24.0,185.0,120.0,2.0,male,right handed,city
654,i am always on time,sometimes,3.0,4.0,few hours a day,3.0,3.0,2.0,24.0,178.0,80.0,2.0,male,right handed,village
86,i am often running late,sometimes,4.0,3.0,few hours a day,4.0,2.0,4.0,24.0,179.0,65.0,3.0,male,right handed,city
222,i am often running late,sometimes,4.0,1.0,few hours a day,5.0,3.0,2.0,24.0,153.0,42.0,1.0,female,right handed,city
762,i am always on time,only to avoid hurting someone,5.0,5.0,less than an hour a day,1.0,5.0,5.0,24.0,190.0,84.0,1.0,male,right handed,city
67,i am often early,only to avoid hurting someone,5.0,4.0,few hours a day,2.0,5.0,5.0,24.0,160.0,58.0,0.0,female,right handed,village
942,i am often early,only to avoid hurting someone,3.0,2.0,most of the day,5.0,2.0,1.0,24.0,175.0,71.0,0.0,male,right handed,village
93,i am always on time,never,5.0,5.0,few hours a day,3.0,5.0,2.0,24.0,175.0,80.0,2.0,male,right handed,village
657,i am often running late,only to avoid hurting someone,3.0,4.0,most of the day,3.0,2.0,5.0,24.0,,61.0,1.0,female,right handed,city
344,i am often early,sometimes,4.0,4.0,few hours a day,2.0,4.0,4.0,24.0,172.0,68.0,3.0,female,right handed,village
636,i am always on time,everytime it suits me,4.0,4.0,few hours a day,1.0,4.0,3.0,24.0,171.0,93.0,2.0,male,right handed,village
78,i am often running late,never,5.0,5.0,few hours a day,2.0,4.0,5.0,24.0,148.0,57.0,1.0,female,right handed,village
959,i am always on time,sometimes,3.0,2.0,few hours a day,4.0,3.0,3.0,24.0,176.0,48.0,1.0,female,left handed,city
733,i am always on time,sometimes,3.0,4.0,most of the day,3.0,5.0,4.0,24.0,166.0,55.0,2.0,female,right handed,village
818,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,2.0,2.0,2.0,24.0,178.0,80.0,2.0,male,right handed,village
842,i am often early,sometimes,4.0,5.0,few hours a day,1.0,1.0,5.0,24.0,164.0,,2.0,female,right handed,village
21,i am often early,sometimes,4.0,5.0,few hours a day,4.0,5.0,3.0,24.0,186.0,85.0,1.0,male,left handed,city
365,i am always on time,sometimes,4.0,4.0,few hours a day,2.0,4.0,3.0,24.0,175.0,70.0,5.0,male,right handed,village
12,i am often running late,only to avoid hurting someone,4.0,3.0,few hours a day,5.0,5.0,4.0,24.0,168.0,55.0,10.0,female,right handed,city
105,i am always on time,sometimes,3.0,4.0,few hours a day,2.0,4.0,3.0,24.0,178.0,74.0,1.0,male,right handed,village
154,i am often running late,only to avoid hurting someone,5.0,4.0,few hours a day,2.0,5.0,3.0,24.0,185.0,81.0,1.0,male,right handed,city
334,i am often early,sometimes,3.0,4.0,few hours a day,5.0,4.0,5.0,24.0,169.0,50.0,1.0,female,right handed,city
423,i am often early,everytime it suits me,4.0,4.0,few hours a day,2.0,4.0,5.0,24.0,163.0,67.0,1.0,female,right handed,village
840,i am always on time,only to avoid hurting someone,4.0,4.0,most of the day,2.0,4.0,2.0,24.0,169.0,53.0,1.0,female,right handed,city
714,i am often early,sometimes,5.0,5.0,less than an hour a day,2.0,1.0,5.0,25.0,164.0,63.0,0.0,female,right handed,village
766,i am often running late,sometimes,4.0,5.0,most of the day,2.0,3.0,4.0,25.0,167.0,60.0,2.0,female,left handed,city
1008,i am often running late,sometimes,3.0,2.0,most of the day,3.0,5.0,1.0,25.0,173.0,58.0,1.0,female,right handed,city
680,i am always on time,sometimes,3.0,3.0,few hours a day,3.0,3.0,5.0,25.0,160.0,55.0,1.0,female,right handed,city
745,i am often running late,,3.0,4.0,most of the day,2.0,3.0,5.0,25.0,165.0,75.0,2.0,male,left handed,village
537,i am often running late,sometimes,3.0,4.0,few hours a day,2.0,3.0,4.0,25.0,190.0,82.0,3.0,male,right handed,city
760,i am always on time,sometimes,5.0,4.0,few hours a day,2.0,5.0,4.0,25.0,167.0,49.0,1.0,female,right handed,city
675,i am always on time,sometimes,3.0,4.0,most of the day,3.0,4.0,2.0,25.0,165.0,75.0,1.0,female,right handed,city
44,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,4.0,4.0,3.0,25.0,170.0,67.0,1.0,female,right handed,village
543,i am often early,sometimes,4.0,4.0,most of the day,3.0,3.0,5.0,25.0,186.0,80.0,1.0,male,right handed,city
663,i am always on time,never,3.0,3.0,no time at all,3.0,3.0,3.0,25.0,191.0,77.0,1.0,male,right handed,city
472,i am always on time,sometimes,3.0,2.0,few hours a day,5.0,1.0,4.0,25.0,186.0,78.0,1.0,male,right handed,village
756,i am often running late,everytime it suits me,4.0,4.0,few hours a day,2.0,4.0,4.0,25.0,183.0,84.0,2.0,male,right handed,city
379,i am always on time,sometimes,4.0,5.0,few hours a day,3.0,5.0,4.0,25.0,174.0,67.0,2.0,male,right handed,city
496,i am always on time,only to avoid hurting someone,4.0,3.0,less than an hour a day,3.0,4.0,3.0,25.0,170.0,52.0,1.0,female,right handed,city
303,i am often early,only to avoid hurting someone,2.0,3.0,few hours a day,4.0,4.0,5.0,25.0,167.0,76.0,1.0,female,right handed,city
30,i am always on time,everytime it suits me,4.0,3.0,few hours a day,2.0,4.0,1.0,25.0,183.0,,1.0,male,right handed,city
608,i am always on time,only to avoid hurting someone,4.0,2.0,few hours a day,1.0,4.0,2.0,25.0,195.0,95.0,1.0,male,right handed,city
776,i am always on time,only to avoid hurting someone,4.0,5.0,few hours a day,5.0,3.0,3.0,25.0,168.0,62.0,1.0,male,right handed,village
402,i am often running late,only to avoid hurting someone,3.0,4.0,most of the day,4.0,5.0,1.0,25.0,180.0,95.0,1.0,male,right handed,city
206,i am always on time,only to avoid hurting someone,3.0,5.0,few hours a day,3.0,5.0,3.0,25.0,184.0,85.0,3.0,male,left handed,village
870,i am often early,sometimes,4.0,5.0,few hours a day,1.0,2.0,4.0,25.0,168.0,63.0,1.0,female,right handed,city
867,i am always on time,never,4.0,4.0,few hours a day,2.0,5.0,3.0,25.0,172.0,56.0,1.0,female,right handed,city
156,i am always on time,everytime it suits me,2.0,3.0,few hours a day,5.0,3.0,3.0,25.0,177.0,97.0,1.0,male,left handed,city
388,i am often running late,sometimes,4.0,3.0,few hours a day,2.0,4.0,3.0,25.0,169.0,60.0,1.0,female,right handed,city
635,i am often running late,only to avoid hurting someone,4.0,4.0,less than an hour a day,3.0,4.0,2.0,25.0,173.0,63.0,1.0,female,right handed,city
152,i am often running late,sometimes,5.0,5.0,few hours a day,5.0,5.0,4.0,25.0,170.0,72.0,2.0,male,right handed,city
226,i am often running late,only to avoid hurting someone,2.0,3.0,few hours a day,5.0,3.0,3.0,25.0,164.0,54.0,1.0,,right handed,village
387,i am often running late,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,3.0,5.0,25.0,167.0,64.0,2.0,female,right handed,city
385,i am always on time,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,3.0,1.0,25.0,178.0,77.0,1.0,male,right handed,city
768,i am always on time,only to avoid hurting someone,3.0,3.0,few hours a day,3.0,3.0,2.0,26.0,185.0,92.0,1.0,male,right handed,city
40,i am often early,only to avoid hurting someone,3.0,3.0,few hours a day,3.0,5.0,2.0,26.0,172.0,62.0,1.0,female,right handed,city
539,i am always on time,everytime it suits me,4.0,2.0,most of the day,5.0,5.0,3.0,26.0,194.0,85.0,2.0,male,right handed,city
177,i am often early,sometimes,3.0,3.0,few hours a day,3.0,3.0,3.0,26.0,169.0,70.0,2.0,male,right handed,city
193,i am often early,only to avoid hurting someone,3.0,3.0,few hours a day,3.0,3.0,4.0,26.0,169.0,70.0,2.0,male,right handed,city
174,i am always on time,sometimes,3.0,3.0,few hours a day,3.0,3.0,1.0,26.0,183.0,78.0,0.0,male,right handed,city
754,i am often running late,never,5.0,5.0,few hours a day,1.0,3.0,2.0,26.0,186.0,98.0,1.0,male,right handed,city
951,i am often running late,everytime it suits me,4.0,5.0,most of the day,4.0,3.0,,26.0,186.0,76.0,3.0,male,right handed,city
755,i am always on time,only to avoid hurting someone,3.0,4.0,few hours a day,3.0,4.0,3.0,26.0,172.0,80.0,1.0,female,right handed,city
742,i am often running late,only to avoid hurting someone,4.0,5.0,few hours a day,1.0,4.0,2.0,26.0,183.0,90.0,5.0,male,right handed,village
447,i am often early,never,3.0,3.0,less than an hour a day,4.0,1.0,5.0,26.0,163.0,55.0,3.0,female,left handed,village
157,i am always on time,sometimes,4.0,3.0,most of the day,2.0,3.0,1.0,26.0,175.0,60.0,2.0,male,right handed,village
219,i am always on time,only to avoid hurting someone,3.0,5.0,less than an hour a day,2.0,3.0,3.0,26.0,192.0,90.0,1.0,male,right handed,city
700,i am always on time,only to avoid hurting someone,4.0,4.0,few hours a day,2.0,5.0,2.0,26.0,168.0,65.0,3.0,female,right handed,village
878,i am often early,only to avoid hurting someone,4.0,4.0,less than an hour a day,2.0,4.0,2.0,26.0,182.0,76.0,3.0,male,left handed,city
33,i am often early,sometimes,5.0,5.0,few hours a day,3.0,5.0,3.0,27.0,170.0,70.0,1.0,female,right handed,city
619,i am often running late,sometimes,4.0,4.0,few hours a day,2.0,5.0,5.0,27.0,175.0,83.0,4.0,male,right handed,city
1006,i am often early,sometimes,4.0,4.0,less than an hour a day,1.0,4.0,5.0,27.0,183.0,80.0,5.0,male,left handed,village
286,i am often running late,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,3.0,5.0,27.0,168.0,55.0,1.0,female,right handed,city
929,i am always on time,sometimes,4.0,5.0,few hours a day,1.0,4.0,5.0,27.0,173.0,58.0,1.0,female,right handed,city
854,i am often running late,sometimes,4.0,5.0,few hours a day,3.0,4.0,3.0,27.0,180.0,75.0,0.0,male,left handed,city
45,i am often early,never,4.0,2.0,most of the day,4.0,4.0,5.0,27.0,181.0,78.0,1.0,male,right handed,
394,i am often running late,only to avoid hurting someone,2.0,1.0,few hours a day,3.0,2.0,1.0,27.0,186.0,77.0,3.0,male,right handed,city
246,i am always on time,only to avoid hurting someone,4.0,3.0,few hours a day,2.0,3.0,5.0,27.0,180.0,80.0,0.0,male,right handed,city
668,i am often early,sometimes,4.0,4.0,few hours a day,4.0,3.0,5.0,27.0,186.0,82.0,1.0,male,left handed,city
546,i am always on time,sometimes,5.0,4.0,few hours a day,3.0,3.0,4.0,27.0,178.0,77.0,3.0,male,right handed,village
215,i am often running late,sometimes,4.0,5.0,few hours a day,2.0,5.0,1.0,27.0,180.0,80.0,2.0,male,right handed,city
803,i am often early,never,3.0,4.0,most of the day,3.0,3.0,1.0,27.0,173.0,79.0,5.0,female,right handed,village
796,i am often early,only to avoid hurting someone,3.0,4.0,less than an hour a day,2.0,3.0,5.0,27.0,189.0,113.0,3.0,male,left handed,city
584,i am often running late,sometimes,4.0,3.0,most of the day,4.0,3.0,1.0,28.0,178.0,65.0,1.0,female,left handed,city
422,i am often early,only to avoid hurting someone,5.0,,few hours a day,3.0,5.0,5.0,28.0,180.0,76.0,1.0,female,right handed,city
72,i am always on time,everytime it suits me,3.0,4.0,few hours a day,5.0,3.0,2.0,28.0,168.0,52.0,1.0,female,right handed,city
525,i am always on time,sometimes,3.0,3.0,few hours a day,4.0,4.0,3.0,28.0,170.0,65.0,2.0,female,right handed,village
486,i am often running late,sometimes,3.0,2.0,few hours a day,2.0,4.0,5.0,28.0,171.0,57.0,1.0,female,right handed,city
998,i am always on time,sometimes,4.0,3.0,few hours a day,2.0,4.0,4.0,28.0,192.0,105.0,1.0,male,right handed,city
684,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,2.0,1.0,2.0,28.0,165.0,57.0,1.0,female,right handed,village
681,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,5.0,3.0,28.0,180.0,70.0,1.0,female,right handed,city
909,i am often running late,sometimes,4.0,5.0,less than an hour a day,5.0,5.0,4.0,28.0,166.0,58.0,2.0,female,left handed,city
530,i am often running late,only to avoid hurting someone,4.0,4.0,most of the day,3.0,4.0,5.0,28.0,172.0,50.0,2.0,female,right handed,city
452,i am often running late,only to avoid hurting someone,5.0,5.0,less than an hour a day,1.0,3.0,4.0,28.0,180.0,63.0,2.0,female,right handed,city
677,i am often running late,sometimes,3.0,3.0,few hours a day,1.0,5.0,2.0,28.0,164.0,77.0,1.0,female,right handed,city
503,i am often running late,sometimes,4.0,3.0,few hours a day,3.0,4.0,5.0,28.0,176.0,60.0,1.0,female,right handed,city
664,i am often early,sometimes,4.0,3.0,few hours a day,2.0,2.0,5.0,28.0,168.0,55.0,1.0,female,right handed,village
590,i am often running late,sometimes,4.0,3.0,few hours a day,3.0,5.0,4.0,28.0,182.0,88.0,1.0,male,right handed,city
898,i am always on time,never,4.0,4.0,less than an hour a day,2.0,5.0,3.0,28.0,172.0,54.0,2.0,female,,village
672,i am always on time,everytime it suits me,3.0,2.0,few hours a day,3.0,3.0,2.0,28.0,166.0,60.0,1.0,female,right handed,city
343,i am always on time,sometimes,4.0,5.0,less than an hour a day,3.0,3.0,3.0,29.0,168.0,56.0,2.0,female,right handed,city
715,i am often early,sometimes,5.0,3.0,few hours a day,2.0,4.0,4.0,29.0,183.0,111.0,1.0,male,left handed,village
716,i am often early,only to avoid hurting someone,4.0,4.0,less than an hour a day,3.0,4.0,4.0,29.0,173.0,81.0,2.0,male,right handed,village
461,i am always on time,only to avoid hurting someone,3.0,3.0,few hours a day,3.0,3.0,4.0,29.0,189.0,96.0,3.0,male,right handed,village
990,i am often running late,sometimes,4.0,4.0,few hours a day,2.0,4.0,4.0,29.0,180.0,93.0,1.0,male,right handed,city
191,i am often early,everytime it suits me,5.0,4.0,less than an hour a day,2.0,5.0,5.0,29.0,160.0,67.0,2.0,female,right handed,village
473,i am often early,never,,1.0,less than an hour a day,5.0,1.0,5.0,29.0,170.0,64.0,0.0,male,left handed,village
637,i am always on time,sometimes,4.0,5.0,less than an hour a day,2.0,5.0,3.0,29.0,172.0,66.0,1.0,male,right handed,village
542,i am often early,sometimes,4.0,4.0,most of the day,3.0,5.0,4.0,29.0,182.0,92.0,1.0,,right handed,city
186,i am always on time,sometimes,4.0,3.0,less than an hour a day,2.0,2.0,2.0,29.0,169.0,65.0,2.0,female,right handed,city
824,i am often early,everytime it suits me,3.0,3.0,most of the day,1.0,4.0,3.0,29.0,170.0,58.0,1.0,female,right handed,city
801,i am often running late,everytime it suits me,3.0,5.0,less than an hour a day,3.0,5.0,1.0,30.0,173.0,72.0,1.0,female,right handed,village
221,i am often early,sometimes,5.0,3.0,few hours a day,2.0,5.0,5.0,30.0,178.0,71.0,2.0,male,right handed,city
392,i am always on time,everytime it suits me,4.0,3.0,less than an hour a day,4.0,4.0,2.0,30.0,160.0,47.0,2.0,female,right handed,city
795,i am often running late,never,4.0,4.0,most of the day,3.0,3.0,3.0,30.0,173.0,69.0,0.0,female,right handed,city
992,i am often early,only to avoid hurting someone,2.0,3.0,most of the day,3.0,5.0,1.0,30.0,200.0,150.0,1.0,male,right handed,city
844,i am always on time,sometimes,5.0,5.0,few hours a day,2.0,5.0,5.0,30.0,184.0,78.0,2.0,male,right handed,city
989,i am often early,sometimes,3.0,4.0,most of the day,5.0,5.0,5.0,30.0,168.0,54.0,2.0,female,right handed,village
683,i am often early,only to avoid hurting someone,4.0,3.0,less than an hour a day,3.0,4.0,3.0,30.0,179.0,80.0,1.0,female,right handed,village
853,i am always on time,sometimes,3.0,4.0,few hours a day,3.0,3.0,3.0,30.0,175.0,68.0,4.0,female,right handed,village
478,i am always on time,only to avoid hurting someone,4.0,4.0,most of the day,4.0,2.0,3.0,30.0,180.0,80.0,3.0,male,right handed,city
137,i am often early,sometimes,3.0,3.0,few hours a day,5.0,3.0,5.0,,,,0.0,,right handed,village
142,i am often running late,sometimes,3.0,3.0,most of the day,3.0,3.0,3.0,,,,0.0,male,left handed,city
213,i am often early,sometimes,4.0,3.0,few hours a day,4.0,5.0,5.0,,168.0,69.0,1.0,female,right handed,village
236,i am often early,sometimes,4.0,5.0,less than an hour a day,2.0,3.0,5.0,,171.0,57.0,0.0,female,right handed,city
252,i am often early,sometimes,3.0,3.0,few hours a day,5.0,4.0,3.0,,155.0,44.0,0.0,female,right handed,village
274,i am always on time,sometimes,4.0,4.0,few hours a day,2.0,3.0,3.0,,170.0,60.0,0.0,female,right handed,city
462,i am always on time,sometimes,4.0,3.0,few hours a day,4.0,1.0,4.0,,,60.0,2.0,female,right handed,village
549,i am often running late,only to avoid hurting someone,4.0,4.0,less than an hour a day,3.0,5.0,4.0,,166.0,51.0,1.0,female,left handed,village
735,i am often early,never,4.0,4.0,no time at all,2.0,5.0,3.0,,165.0,67.0,1.0,female,right handed,village
902,i am often early,never,4.0,3.0,few hours a day,2.0,3.0,2.0,,,,0.0,male,right handed,city
960,i am often running late,sometimes,5.0,5.0,few hours a day,1.0,5.0,3.0,,,,0.0,female,right handed,city
